array,site,array_visit,snow_cover_days_avg5yr,mean_winter_temp_avg5yr,max_winter_temp_avg5yr,min_winter_temp_avg5yr,extreme_cold_days_avg5yr,cold_degree_days_avg5yr,mean_precip_avg5yr,max_precip_avg5yr,min_precip_avg5yr,total_precip_avg5yr,cumulative_swe_avg5yr,mean_vapor_pressire_avg5yr,freeze_thaw_events_avg5yr,survey_year_avg5yr,year_n_avg5yr,first_snow_day_year_n-4,first_snow_day_year_n-3,first_snow_day_year_n-2,first_snow_day_year_n-1,first_snow_day_year_n,last_snow_day_year_n-4,last_snow_day_year_n-3,last_snow_day_year_n-2,last_snow_day_year_n-1,last_snow_day_year_n,mean_swe_year_n-4,mean_swe_year_n-3,mean_swe_year_n-2,mean_swe_year_n-1,mean_swe_year_n,peak_swe_year_n-4,peak_swe_year_n-3,peak_swe_year_n-2,peak_swe_year_n-1,peak_swe_year_n,snow_cover_days_year_n-4,snow_cover_days_year_n-3,snow_cover_days_year_n-2,snow_cover_days_year_n-1,snow_cover_days_year_n,mean_winter_temp_year_n-4,mean_winter_temp_year_n-3,mean_winter_temp_year_n-2,mean_winter_temp_year_n-1,mean_winter_temp_year_n,max_winter_temp_year_n-4,max_winter_temp_year_n-3,max_winter_temp_year_n-2,max_winter_temp_year_n-1,max_winter_temp_year_n,min_winter_temp_year_n-4,min_winter_temp_year_n-3,min_winter_temp_year_n-2,min_winter_temp_year_n-1,min_winter_temp_year_n,extreme_cold_days_year_n-4,extreme_cold_days_year_n-3,extreme_cold_days_year_n-2,extreme_cold_days_year_n-1,extreme_cold_days_year_n,cold_degree_days_year_n-4,cold_degree_days_year_n-3,cold_degree_days_year_n-2,cold_degree_days_year_n-1,cold_degree_days_year_n,mean_precip_year_n-4,mean_precip_year_n-3,mean_precip_year_n-2,mean_precip_year_n-1,mean_precip_year_n,max_precip_year_n-4,max_precip_year_n-3,max_precip_year_n-2,max_precip_year_n-1,max_precip_year_n,min_precip_year_n-4,min_precip_year_n-3,min_precip_year_n-2,min_precip_year_n-1,min_precip_year_n,total_precip_year_n-4,total_precip_year_n-3,total_precip_year_n-2,total_precip_year_n-1,total_precip_year_n,cumulative_swe_year_n-4,cumulative_swe_year_n-3,cumulative_swe_year_n-2,cumulative_swe_year_n-1,cumulative_swe_year_n,mean_vapor_pressire_year_n-4,mean_vapor_pressire_year_n-3,mean_vapor_pressire_year_n-2,mean_vapor_pressire_year_n-1,mean_vapor_pressire_year_n,freeze_thaw_events_year_n-4,freeze_thaw_events_year_n-3,freeze_thaw_events_year_n-2,freeze_thaw_events_year_n-1,freeze_thaw_events_year_n
LU1,LU1_41,LU1_2022,171,-9.020317679558012,19.858333333333334,-40.025,47.666666666666664,2613.411666666667,0.6001473296500921,10.478333333333333,0,108.62666666666667,97.66333333333333,0.6001473296500921,54.833333333333336,2022,-2.5,308,309,312,315,306,120,120,120,120,119,23.01303867403315,29.916685082872927,39.05624309392265,87.71696132596685,28.52657458563536,41.63,69.92,65.96,151,66.99,165,170,174,170,166,-8.981767955801105,-9.096519337016575,-7.135193370165746,-9.625994475138121,-9.626381215469614,19.06,20.05,21.16,14.27,18.14,-39.03,-39.08,-43,-40.92,-40.07,53,51,34,55,45,2585.63,2627.3,2315.57,2748.71,2692.86,0.4935911602209945,0.45795580110497236,0.3670718232044199,1.0174585635359117,0.7738674033149171,7.4,8.02,7.68,15.96,9.93,0,0,0,0,0,89.34,82.89,66.44,184.16,140.07,65.73,78.69000000000001,81.35,157.10999999999999,121.69999999999999,0.4935911602209945,0.45795580110497236,0.3670718232044199,1.0174585635359117,0.7738674033149171,48,47,73,59,50
LU1,LU1_43,LU1_2022,171.66666666666666,-9.00774861878453,19.746666666666666,-40.25666666666667,47.166666666666664,2605.8,0.5982872928176796,10.12,0,108.28999999999999,97.18333333333334,0.5982872928176796,55.333333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,118,23.75475138121547,29.508729281767955,38.57580110497238,86.33055248618784,27.130165745856353,43.46,68.16,65.54,151.26,64.55,166,173,175,170,165,-8.963922651933702,-9.101187845303867,-7.1499447513812155,-9.567955801104972,-9.583563535911603,18.82,19.88,20.94,14.3,18.2,-39.05,-39.21,-43.18,-41.59,-40.03,52,51,34,53,45,2577.39,2623.31,2313.47,2732.69,2679.53,0.4969060773480663,0.4616022099447514,0.3722099447513812,1.0171270718232044,0.7571270718232044,7.36,8.04,7.81,15.35,8.45,0,0,0,0,0,89.94,83.55,67.37,184.1,137.04,67.27,78.72000000000001,81.02000000000001,156.42000000000002,118.06,0.4969060773480663,0.4616022099447514,0.3722099447513812,1.0171270718232044,0.7571270718232044,48,50,73,60,49
LU1,LU1_44,LU1_2022,171.83333333333334,-9.02037753222836,19.746666666666666,-40.22833333333333,47.166666666666664,2608.4416666666666,0.6020349907918969,10.225,0,108.96833333333333,97.73166666666667,0.6020349907918969,55.5,2022,-2.5,308,309,305,315,306,120,120,120,120,119,23.798839779005526,29.738342541436463,38.72254143646409,86.95977900552487,27.583756906077348,43.66,68.72,65.7,152.21,65.03,166,173,175,170,166,-8.974585635359116,-9.109944751381216,-7.155414364640884,-9.584779005524862,-9.60878453038674,18.84,19.88,20.96,14.29,18.16,-39.02,-39.14,-43.14,-41.51,-40.13,52,51,34,53,45,2579.22,2624.89,2314.89,2736.1,2685.36,0.5004419889502763,0.4634254143646409,0.37248618784530385,1.0234254143646409,0.7640331491712707,7.3,8.05,7.79,15.66,8.64,0,0,0,0,0,90.58,83.88,67.42,185.24,138.29,67.03,79.14999999999999,81.09,157.34000000000003,119.28999999999999,0.5004419889502763,0.4634254143646409,0.37248618784530385,1.0234254143646409,0.7640331491712707,48,50,73,60,50
LU1,LU1_45,LU1_2022,171.66666666666666,-9.209774401473297,19.37,-40.19833333333333,48,2635.58,0.6267955801104972,10.883333333333333,0,113.44999999999999,101.02,0.6267955801104972,52.833333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,120,24.105745856353593,32.11889502762431,40.834198895027626,90.1892817679558,31.205580110497237,43.88,74.05,69.16,155.47,69.46,167,170,175,170,167,-9.133977900552486,-9.299364640883978,-7.307016574585635,-9.764558011049724,-9.807127071823205,18.39,19.47,20.7,14.27,17.55,-38.91,-39.31,-43,-41.1,-40.73,53,51,34,55,46,2598.71,2650.09,2338.2,2759.51,2714.3,0.519281767955801,0.48353591160220993,0.39430939226519335,1.0404419889502763,0.8224309392265193,8.34,8.03,7.72,16.83,10.49,0,0,0,0,0,93.99,87.52,71.37,188.32,148.85999999999999,67.86,82.839999999999975,84.00999999999999,160.59,129.13,0.519281767955801,0.48353591160220993,0.39430939226519335,1.0404419889502763,0.8224309392265193,49,44,72,58,45
LU1,LU1_46,LU1_2022,171.66666666666666,-9.013089318600368,19.718333333333334,-40.251666666666665,47.166666666666664,2605.9883333333332,0.6001012891344383,10.111666666666666,0,108.61833333333334,97.45833333333334,0.6001012891344383,55.333333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,118,23.73817679558011,29.542265193370167,38.686408839779006,86.62436464088398,27.30154696132597,43.45,68.19,65.79,151.84,64.79,166,173,175,170,165,-8.967182320441989,-9.108812154696132,-7.158618784530387,-9.577900552486188,-9.576491712707183,18.77,19.85,20.91,14.29,18.18,-39.02,-39.22,-43.19,-41.6,-40.02,52,51,34,53,45,2577.17,2623.98,2314.61,2733.75,2676.71,0.4971270718232044,0.46243093922651934,0.37337016574585635,1.0206629834254144,0.7623756906077348,7.34,8.03,7.8,15.5,8.31,0,0,0,0,0,89.98,83.7,67.58,184.74,137.99,67.27,78.75,81.28,157.02000000000004,118.87,0.4971270718232044,0.46243093922651934,0.37337016574585635,1.0206629834254144,0.7623756906077348,48,50,73,60,49
LU1,LU1_47,LU1_2022,171.83333333333334,-9.023581952117864,19.71,-40.215,47.166666666666664,2607.871666666667,0.6058747697974217,10.271666666666667,0,109.66333333333333,98.26333333333334,0.6058747697974217,55.333333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,119,23.79657458563536,29.719447513812156,38.86519337016575,87.80629834254144,27.872154696132597,43.64,68.61,66.07,153.84,65.72,166,173,175,170,166,-8.974198895027625,-9.116215469613259,-7.165414364640884,-9.598508287292818,-9.591657458563535,18.77,19.85,20.92,14.29,18.13,-38.95,-39.15,-43.15,-41.53,-40.11,52,51,34,53,45,2577.88,2625.16,2316.11,2737.53,2679.82,0.5048618784530386,0.4638674033149171,0.373646408839779,1.0309392265193371,0.7732596685082873,7.26,8.02,7.76,16.04,8.63,0,0,0,0,0,91.38,83.96,67.63,186.6,139.96,67.92999999999999,79.05000000000001,81.52999999999999,159.04,120.74000000000001,0.5048618784530386,0.4638674033149171,0.373646408839779,1.0309392265193371,0.7732596685082873,47,50,73,60,50
LU1,LU1_48,LU1_2022,171.33333333333334,-9.039732965009208,19.72,-40.16166666666667,47.5,2611.8,0.6078268876611418,10.386666666666667,0,110.01666666666667,98.41,0.6078268876611418,54.666666666666664,2022,-2.5,308,309,305,315,306,120,120,120,120,119,23.78524861878453,30.268729281767957,39.167955801104974,87.63022099447514,28.467292817679557,43.54,70.15,66.44,153.16,65.46,166,170,175,170,166,-8.988314917127072,-9.126077348066298,-7.170303867403315,-9.626436464088398,-9.622624309392265,18.82,19.87,20.96,14.29,18.07,-38.91,-39.1,-43.09,-41.33,-40.27,52,51,34,55,45,2580.96,2627.49,2318.02,2743.53,2687.25,0.5060220994475139,0.4642541436464088,0.3741436464088398,1.0321546961325967,0.7796685082872928,7.38,8.02,7.72,16.06,9.24,0,0,0,0,0,91.59,84.03,67.72,186.82,141.12,67.75,79.37000000000002,81.80999999999997,158.36,121.82,0.5060220994475139,0.4642541436464088,0.3741436464088398,1.0321546961325967,0.7796685082872928,47,47,73,59,50
LU1,LU1_6,LU1_2022,171.16666666666666,-8.983577348066298,19.796666666666667,-40.38333333333333,47.166666666666664,2602.435,0.5886740331491713,9.943333333333333,0,106.55,95.745,0.5886740331491713,55.666666666666664,2022,-2.5,308,309,312,315,306,120,120,120,120,117,23.45779005524862,29.41049723756906,38.55281767955801,84.07546961325967,25.694419889502765,42.99,68.16,65.36,147.24,62.95,166,172,174,170,164,-8.955055248618784,-9.082707182320442,-7.121049723756906,-9.487182320441988,-9.583066298342542,18.89,19.91,20.94,14.28,18.36,-39.36,-39.39,-43.24,-41.8,-39.79,52,52,34,51,45,2578.6,2620.63,2307.33,2718.53,2681.83,0.49497237569060776,0.463646408839779,0.3734254143646409,0.9937569060773481,0.7293370165745856,7.74,8.11,8.01,14.15,8.13,0,0,0,0,0,89.59,83.92,67.59,179.87,132.01,67.26,79.10000000000001,80.92,152.28,113.17,0.49497237569060776,0.463646408839779,0.3734254143646409,0.9937569060773481,0.7293370165745856,50,49,74,61,48
LU1,LU1_60,LU1_2022,171.66666666666666,-9.08031767955801,19.463333333333335,-40.221666666666664,46.833333333333336,2611.2483333333334,0.6253222836095764,10.673333333333334,0,113.18333333333334,101.69333333333333,0.6253222836095764,54,2022,-2.5,308,309,305,315,306,120,120,120,120,120,23.953149171270717,29.818397790055247,40.11226519337016,91.47563535911603,29.743480662983426,43.89,68.56,68.18,160.86,69,167,170,175,170,167,-9.013397790055249,-9.19292817679558,-7.2490883977900555,-9.684198895027624,-9.546132596685084,18.35,19.58,20.67,14.33,17.86,-38.79,-39.23,-43.21,-41.57,-40.24,51,50,34,54,44,2577.33,2633.14,2327.66,2745.59,2659.01,0.5160773480662983,0.46348066298342544,0.38243093922651933,1.07,0.8244198895027625,7.25,7.9,7.63,17.81,9.53,0,0,0,0,0,93.41,83.89,69.22,193.67,149.22,69.44,77.97999999999999,85.59000000000002,166.23,129.2,0.5160773480662983,0.46348066298342544,0.38243093922651933,1.07,0.8244198895027625,47,45,74,58,49
LU1,LU1_63,LU1_2022,171.5,-9.063950276243094,19.555,-40.126666666666665,46.666666666666664,2610.6033333333335,0.6242173112338858,10.711666666666668,0,112.98333333333333,101.46666666666667,0.6242173112338858,54,2022,-2.5,308,309,305,315,306,120,120,120,120,120,23.407237569060776,29.89353591160221,40.21403314917127,91.30182320441989,30.108121546961325,42.6,69.46,68.29,160.03,68.54,166,170,175,170,167,-8.990690607734807,-9.159944751381216,-7.223867403314917,-9.715524861878453,-9.556298342541437,18.52,19.71,20.8,14.32,17.86,-38.93,-39.05,-43.09,-41.33,-40.31,51,49,33,55,44,2574.08,2629.16,2325.32,2755.01,2664.98,0.5074585635359116,0.46447513812154695,0.3783425414364641,1.0704419889502763,0.8230939226519337,7.19,7.86,7.53,17.92,9.78,0,0,0,0,0,91.85,84.07000000000001,68.48,193.75,148.98,68.01,78.50999999999998,85.56,165.49,129.27,0.5074585635359116,0.46447513812154695,0.3783425414364641,1.0704419889502763,0.8230939226519337,47,45,74,58,49
LU1,LU1_64,LU1_2022,171.33333333333334,-9.088950276243093,19.543333333333333,-40.08833333333333,47.166666666666664,2616.04,0.6249815837937385,10.795,0,113.12166666666667,101.575,0.6249815837937385,53.333333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,120,23.116077348066298,29.42082872928177,40.392265193370164,91.66403314917127,31.340883977900553,41.91,68.75,68.54,158.62,70.38,165,170,175,170,167,-9.01292817679558,-9.17975138121547,-7.235801104972376,-9.750220994475137,-9.594779005524861,18.54,19.71,20.83,14.3,17.78,-39.02,-39.05,-43.04,-41.13,-40.36,52,50,33,55,45,2578.64,2633.2,2328.42,2761.85,2673.64,0.5016574585635359,0.46685082872928174,0.3783977900552486,1.0602762430939225,0.839779005524862,7.35,7.82,7.49,17.95,10.21,0,0,0,0,0,90.8,84.5,68.49,191.91,152,66.67,77.58,85.67000000000002,164.92000000000002,132.56,0.5016574585635359,0.46685082872928174,0.3783977900552486,1.0602762430939225,0.839779005524862,45,44,74,57,49
LU1,LU1_66,LU1_2022,172.16666666666666,-9.010603130755065,19.398333333333333,-40.5,46.5,2595.3,0.6175966850828729,10.418333333333333,0,111.785,100.73666666666666,0.6175966850828729,54.333333333333336,2022,-2.5,308,309,305,315,306,120,120,120,120,119,23.992983425414366,29.006187845303867,38.86375690607735,90.7978453038674,28.07613259668508,44.26,67.16,66.82,161.33,69.16,168,173,175,170,166,-8.968591160220994,-9.159060773480663,-7.230055248618784,-9.562596685082873,-9.366657458563536,18.15,19.5,20.52,14.27,18.03,-38.93,-39.65,-43.43,-42.02,-40.33,52,49,35,51,43,2568.87,2625.24,2321.3,2718.51,2618.18,0.5069613259668508,0.4687292817679558,0.381878453038674,1.0640883977900553,0.8212154696132596,7.56,7.93,7.83,17.23,8.85,0,0,0,0,0,91.76,84.84,69.12,192.6,148.64,69.36,78.24999999999999,84.73,166.79999999999998,128.47,0.5069613259668508,0.4687292817679558,0.381878453038674,1.0640883977900553,0.8212154696132596,49,48,73,59,49
